Wall time,Step,Value
1579776258.931008,1,0.00136911915615201
1579776280.5971599,2,0.11653967946767807
1579776302.6523604,3,0.428558349609375
1579776324.8019176,4,0.6423794627189636
1579776346.882991,5,0.7693114280700684
1579776368.9476058,6,0.8453323841094971
1579776391.173178,7,0.8927028775215149
1579776413.2970886,8,0.9213071465492249
1579776435.413142,9,0.9370293021202087
1579776457.4563062,10,0.9499804377555847
1579776479.5241675,11,0.9578670263290405
1579776501.458735,12,0.9639731645584106
1579776528.913894,13,0.9681506752967834
1579776550.6478794,14,0.9711039662361145
1579776572.5253577,15,0.9736595749855042
1579776594.5056148,16,0.9755666255950928
1579776616.4739888,17,0.9770349264144897
1579776638.2925909,18,0.9782366752624512
1579776660.1496198,19,0.9793052077293396
1579776681.9764566,20,0.9802404642105103
1579776703.8291667,21,0.9810803532600403
1579776725.626171,22,0.9818366765975952
1579776747.4560475,23,0.9824988842010498
1579776769.3541684,24,0.9830659031867981
1579776791.193924,25,0.9836064577102661
1579776812.975112,26,0.9840939044952393
1579776834.7872128,27,0.9845284819602966
1579776856.6129422,28,0.9849527478218079
1579776878.4368048,29,0.9853153824806213
1579776900.2038453,30,0.985663890838623
1579776921.9441335,31,0.9859901666641235
1579776943.6340508,32,0.9862939715385437
1579776965.3314297,33,0.9865904450416565
1579776986.9454453,34,0.9868506193161011
1579777008.5740767,35,0.9871046543121338
1579777030.2028904,36,0.9873432517051697
1579777051.7577088,37,0.9875725507736206
1579777073.4031057,38,0.9877879023551941
1579777095.0804856,39,0.9879985451698303
1579777116.5948858,40,0.9882033467292786
1579777138.1064546,41,0.9883826375007629
1579777159.7438903,42,0.9885443449020386
1579777181.3732464,43,0.9887148141860962
1579777202.8950539,44,0.9888752698898315
1579777224.388978,45,0.9890245795249939
1579777245.9542994,46,0.9891676902770996
1579777267.4861124,47,0.9893046021461487
1579777288.9994862,48,0.989432156085968
1579777310.4650087,49,0.9895592927932739
1579777331.9872625,50,0.9896811246871948
1579777353.5205204,51,0.9898018836975098
1579777375.0425954,52,0.9899162650108337
1579777396.599135,53,0.990032434463501
1579777418.329977,54,0.9901407361030579
1579777439.979966,55,0.9902459979057312
1579777461.703078,56,0.9903468489646912
1579777483.5304306,57,0.9904438257217407
1579777505.3332126,58,0.9905378222465515
1579777527.1174796,59,0.9906232953071594
1579777548.954742,60,0.9907048344612122
1579777570.8103685,61,0.990786075592041
1579777592.5984435,62,0.9908695816993713
1579777614.4666936,63,0.9909437894821167
1579777636.3763282,64,0.991022527217865
1579777658.210105,65,0.9910961985588074
1579777680.0760605,66,0.9911630153656006
1579777701.9377642,67,0.9912317991256714
1579777723.816407,68,0.9912972450256348
1579777745.671992,69,0.9913610219955444
1579777767.4757264,70,0.9914250373840332
1579777789.31344,71,0.9914863109588623
1579777811.16483,72,0.9915462136268616
1579777832.9981396,73,0.9916010499000549
1579777854.7773356,74,0.9916619658470154
1579777876.562966,75,0.9917153716087341
1579777898.3267727,76,0.9917688369750977
1579777920.002128,77,0.9918233752250671
1579777941.7613993,78,0.9918766617774963
1579777963.4680698,79,0.9919267892837524
1579777985.1145923,80,0.9919750690460205
1579778006.8146636,81,0.992026686668396
1579778028.556796,82,0.9920722842216492
1579778050.2117836,83,0.9921150207519531
1579778071.8542764,84,0.9921579360961914
1579778093.4595294,85,0.9922045469284058
1579778115.144646,86,0.9922454953193665
1579778136.7766852,87,0.9922884106636047
1579778158.4180846,88,0.9923316240310669
1579778180.0911021,89,0.9923693537712097
1579778201.758454,90,0.9924080967903137
1579778223.3268707,91,0.9924497604370117
1579778244.9707453,92,0.9924895763397217
1579778266.4734206,93,0.9925248026847839
1579778288.1091528,94,0.9925632476806641
1579778309.4952216,95,0.9925989508628845
1579778330.9474914,96,0.9926358461380005
1579778352.5780385,97,0.9926684498786926
1579778374.144837,98,0.9927017688751221
1579778395.7487423,99,0.9927365779876709
1579778417.4490993,100,0.9927724599838257
1579778439.1782098,101,0.9928039312362671
1579778460.9597402,102,0.9928343892097473
1579778482.718839,103,0.9928644895553589
1579778504.4933734,104,0.9928938746452332
1579778526.3066921,105,0.9929236769676208
1579778548.1712487,106,0.9929550886154175
1579778569.9645598,107,0.9929862022399902
1579778591.8316472,108,0.9930137395858765
1579778613.5937104,109,0.993041455745697
1579778635.3894284,110,0.9930673241615295
1579778657.155678,111,0.9930911064147949
1579778679.0326521,112,0.9931159615516663
1579778700.8192377,113,0.9931417107582092
1579778722.6143296,114,0.9931667447090149
1579778744.481941,115,0.9931922554969788
1579778766.2820423,116,0.9932187795639038
1579778788.1224673,117,0.9932409524917603
1579778809.9215958,118,0.993261992931366
1579778831.6400013,119,0.9932898879051208
1579778853.3727908,120,0.9933159947395325
1579778875.1151855,121,0.9933397769927979
1579778896.7419653,122,0.9933624863624573
1579778918.4664717,123,0.9933831691741943
1579778940.1049201,124,0.9934058785438538
1579778961.783815,125,0.9934274554252625
1579778983.392059,126,0.9934505224227905
1579779005.053127,127,0.9934720396995544
1579779026.6455894,128,0.9934905767440796
1579779048.1987207,129,0.9935122132301331
1579779069.7738807,130,0.993534505367279
1579779091.356104,131,0.9935558438301086
1579779112.8711345,132,0.9935768842697144
1579779134.579079,133,0.9935973882675171
1579779156.1680143,134,0.99361652135849
1579779177.7747471,135,0.9936344623565674
1579779199.4622202,136,0.9936529994010925
1579779221.1991549,137,0.9936700463294983
1579779242.80585,138,0.9936882257461548
1579779264.5246515,139,0.9937071204185486
1579779286.1874402,140,0.99372398853302
1579779307.8638692,141,0.9937405586242676
1579779329.55294,142,0.9937571883201599
1579779351.1900947,143,0.9937747120857239
1579779372.853159,144,0.9937924742698669
1579779394.5918617,145,0.9938119053840637
1579779416.152168,146,0.9938274621963501
1579779437.8519232,147,0.9938417673110962
1579779459.5589182,148,0.9938581585884094
1579779481.3221624,149,0.9938727021217346
1579779503.052747,150,0.9938889145851135
